website,full_name,full_bio,age,hometown,education,experience,photo_url
https://www.acedentalweymouth.com/meet-the-doctor-,Dr. Rahul Malik,"Dr. Rahul Malik obtained his initial degree in Bachelor of Dental Surgery ( BDS) and then pursued a Master’s Degree in public health form University of Alabama at Birmingham . Upon completion of this advanced program, Dr. Malik was accepted at the prestigious Boston University Henry M. Goldman School of Dental Medicine . Educated on the latest technology and techniques the dental field has to offer, Dr. Malik earned his Doctor of Dental Medicine (DMD) Degree Dr. Rahul Malik is dedicated to quality dentistry and creating lasting relationships with our patients. His commitment to making each patient experience memorable is seen from the moment you enter our office door. His passion to incorporate technology in the practice has led to foundation of the state of art practice with top of the line sterilization techniques. Dr. Malik has spent numerous continuing education hours to hone his skills in various fields of dentistry ranging from but not limited to Implants, Invisalign, Root Canals, Cosmetic Dentistry and Oral Surgical procedures. He is a member of American Dental Association, Massachusetts Dental society Dr. Rahul Malik was able to earn Mastership status by International congress of Oral Implantologists ( ICOI ) and American Academy of Implant Prosthodontics ( AAIP ) by his efforts in education, research, and clinical experience – giving him the expert knowledge to perform dental implants at a recognized level. Dr. Malik joined the US Army just after dental school in 2012. He is currently serving as a O fficer in the United States Army Reserve . Dr. Malik prides himself in treating every single patient as if they were his immediate family. He holds a strict “open door” policy for patients and staff to ensure everyone understands their treatment plans, receives gentle care, and feels excited to book their next visit with us.",,,"Bachelor of Dental Surgery (BDS), Master’s Degree in public health form University of Alabama at Birmingham, Boston University Henry M. Goldman School of Dental Medicine, Doctor of Dental Medicine (DMD)",Dedicated to quality dentistry and creating lasting relationships with patients. Spent numerous continuing education hours to hone skills in various fields of dentistry. Joined the US Army just after dental school in 2012. Currently serving as an Officer in the United States Army Reserve.,
https://ada.com/editorial/meetada-2020-helping-health-systems-catch-up-with-innovation/,Dr. Sophie Chung,,,,,,
https://ada.com/editorial/meetada-2020-helping-health-systems-catch-up-with-innovation/,Dr. Fenech,,,,,,
http://adamsmorganfamilydentistry.com/staff,Dr. Ilana Zukerberg,"Dr. Zukerberg received her Doctor of Dental Medicine degree (DMD) from the University of Pennsylvania . Following earning her degree, she completed her general practice residency at Howard University Hospital in Washington, DC. She is a member of the American Dental Academy , the Washington Dental Society and American Academy of Cosmetic Dentistry . Dr. Zukerberg is dedicated to ongoing education and awareness of the latest advancements in dental medicine to improve services and patient care. She graduated from the Kois Center for Advanced Dentistry through Science in Seattle, Washington and is a member of Dental Study Club, where professionals meet on monthly basis to discuss various topics and developments of dentistry. Prior to opening her own practice, Dr. Zukerberg worked as a dental associate in Washington, DC. Dr. Zukerberg speaks English, Russian and Lithuanian.",,,"Doctor of Dental Medicine degree (DMD) from the University of Pennsylvania. Howard University Hospital in Washington, DC.","worked as a dental associate in Washington, DC.",
https://addisonvillagedental.com/meet-the-team/,Gabriela Vatafu,"Gabriela Vatafu DDS, husband and wife, earned their DDS degree in 2005 at New York University, College of Dentistry. Driven by a strong commitment to quality dentistry, in 2008, they opened a dental practice in Newington. After gaining experience in managing a dental office, they wanted to extend their practice choosing Glastonbury as a new location. Enthusiastic about learning new techniques, they expand their professional knowledge through continuing education courses. Dr. Gabriela enjoys performing aesthetic procedures, like Veneers and Lumineers, and she is a certified Invisalign provider.",,"Glastonbury, CT","DDS degree in 2005 at New York University, College of Dentistry","opened a dental practice in Newington in 2008, experience in managing a dental office, continuing education courses",
https://addisonvillagedental.com/meet-the-team/,Lucian Vatafu,"Lucian Vatafu DDS, husband and wife, earned their DDS degree in 2005 at New York University, College of Dentistry. Driven by a strong commitment to quality dentistry, in 2008, they opened a dental practice in Newington. After gaining experience in managing a dental office, they wanted to extend their practice choosing Glastonbury as a new location. Enthusiastic about learning new techniques, they expand their professional knowledge through continuing education courses. Dr. Lucian places Implants, and he is more pro-surgical procedures.",,"Glastonbury, CT","DDS degree in 2005 at New York University, College of Dentistry","opened a dental practice in Newington in 2008, experience in managing a dental office, continuing education courses",
https://adeptdentalgroup.com/meet-the-doctors/,"Joshua Divelbiss, D.D.S.","After attending Centennial High School in Bakersfield, Dr. Divelbiss (Dr. D) went on to graduate from Brigham Young University and from the University of Southern California School of Dentistry in 2008. He graduated at the top of his class, earning the Fixed Prosthodontics Award for advanced achievement in veneer, crown and bridge. He is a member of the American Dental Association, California Dental Association and Kern County Dental Society. In his spare time, he enjoys spending time with family and friends and traveling with his wife. Dr. D is bilingual and speaks both English and Spanish.",,Bakersfield,"Brigham Young University, University of Southern California School of Dentistry",,
https://adeptdentalgroup.com/meet-the-doctors/,"Kyle A. Mortensen, D.M.D.","Dr. Mortensen is a Bakersfield Native. He graduated from West High School and then pursued his Bachelor’s of Science degree in Biology from Cal State University, Bakersfield and his Doctor of Dental Medicine degree at University of Nevada, Las Vegas School of Dental Medicine. As planned, he returned to Bakersfield to establish his practice among family and friends. He is a member of the American Dental Association, California Dental Association and Kern County Dental Society. Dr. Mortensen is happily married with three children. His hobbies are playing and watching most sports, especially football, and he enjoys playing the drums. He is also bilingual in English and Spanish.",,Bakersfield,"Cal State University, Bakersfield, University of Nevada, Las Vegas School of Dental Medicine",,
https://adeptdentalgroup.com/meet-the-doctors/,"James E. Slaughter, D.M.D.","After graduating from the Medical University of South Carolina in 1995, Dr. James Slaughter returned to Bakersfield to serve the dental needs in the community he loves. Prior to attending dental school, Dr. Slaughter met and married his sweetheart, Lisa, while both were studying at Brigham Young University in Provo, Utah. They have four children. Dr. Slaughter is a member of the American Dental Association, California Dental Association and Kern County Dental Society. In order to keep himself current with the ever-changing advances in dentistry, Dr. Slaughter participates in numerous educational courses, including a mini-residency in dental implant treatment and extensive studies in bioesthetic dentistry. Dr. Slaughter, an Eagle Scout himself, is an active leader in the Boy Scouts. He enjoys cycling, kayaking, small-boat sailing, camping and time with his family. Dr. Slaughter is bilingual in English and Spanish.",,Bakersfield,"Medical University of South Carolina, Brigham Young University",,
https://adeptdentalgroup.com/meet-the-doctors/,"Misty J. Hendricks, D.D.S.","Dr. Hendricks is a Bakersfield native. She was born into a dental family comprised of dentists (grandfather and great-grandfather), a dental assistant (grandmother), dental hygienist (mother), and a dental lab technician (father). She decided to become a dentist while attending California State University Bakersfield. After graduating from Loma Linda School of Dentistry, she moved back to her hometown of Bakersfield, CA in 2006. She is a member of the American Dental Association, California Dental Association and Kern County Dental Society.",,Bakersfield,"California State University Bakersfield, Loma Linda School of Dentistry",,
https://adeptdentalgroup.com/meet-the-doctors/,"Randy L. Beemer, D.D.S.","Dr. Beemer has specialized in treating children since 1992. A graduate of the USC School of Dentistry in 1983, he completed a pediatric dentistry specialty residency at the Oregon Health Sciences University, School of Dentistry in Portland, Oregon in 1992. He served as President of the Kern County Dental Society in 2004 and maintains memberships in Kern County, California and American Dental Associations, as well as the American Academy of Pediatric Dentistry. Dr. Beemer and his wife have three children and enjoy cycling, traveling and quality time with their family.",,,"USC School of Dentistry, Oregon Health Sciences University, School of Dentistry",,
https://adeptdentalgroup.com/meet-the-doctors/,"Saman Harouni, D.D.S.","Sam Harouni, DDS is an experienced oral and maxillofacial surgeon, specializing in dental implants, extractions, TMJ surgery, and a variety of minimally invasive surgery techniques. His passion for helping patients achieve a bright, healthy smile is evident in his gentle, meticulous approach to dental surgery. Whether the aim is restoration, reconstruction, or rejuvenation, Dr. Harouni works with each patient to create an individualized treatment plan using the latest technologies in the most minimally invasive manner. After receiving his Bachelor of Science degree in Anthropology from UCLA in 2009, Dr. Harouni attended dental school at University of Southern California (USC), where he received his Doctorate of Dental Surgery (DDS) degree in 2013. Following his graduation from dental school, Dr. Harouni completed a year-long internship in Oral and Maxillofacial Surgery and Head & Neck Cancer at University of Florida, Jacksonville, followed by his Oral and Maxillofacial Surgery residency at Emory University School of Medicine, which is one of the leading research universities, and a top-ranking hospital in the U.S. Using the latest advancements in dental medicine, Dr. Harouni provides full mouth restorations, TMJ treatments, and bone grafting surgeries to enhance the quality of life in patients of all ages. He creates a custom treatment plan for each patient to ensure the best outcome. Dr. Harouni lives in Los Angeles, and in his personal time, he enjoys spending time with friends and family, hiking, biking, and skiing.",,Los Angeles,"UCLA, University of Southern California (USC)",,
http://adnwi.com/our-team,Dr. Daniel Kmak,"Dr. Kmak is a practice owner at Associated Dentists of Northwest, Indiana. Dr. Kmak received his Bachelor of Arts from Indiana University, Bloomington. His Doctorate of Dental Surgery was earned from Indiana University School of Dentistry and he is also a member of the American Dental Association, the Indiana Dental Association and the Northwest Indiana Dental Society. Dr. Kmak has advanced training in cosmetic, restorative, endodontic and implant dentistry. Dr. Kmak is our only provider that makes himself available at our Merrillville location. Patient’s seek Dr. Kmak’s expertise because of his attention to detail, compassionate chair-side manner and drive to get every patient in pain help TODAY!",,,"Bachelor of Arts from Indiana University, Bloomington; Doctorate of Dental Surgery from Indiana University School of Dentistry",,
http://adnwi.com/our-team,Dr. Alexander Williams,Dr. Williams is our veteran dental provider with over 40 years of experience 30 of which are here at Associated Dentists. Dr. Williams has practiced every facet of dentistry from military to private offices. Dr. Williams main focus is general dentistry and taking care of the patients over all dental health. Dr. Williams is adored amongst our patients and always goes above and beyond for them.,,,,"over 40 years of experience, 30 years at Associated Dentists",
https://www.adsfcity.com/office-info/meet-the-doctors,"Andrew Woelfle, D.D.S.","Dr. Woelfle completed his undergraduate studies at Duke University and continued at UCLA, where he received his DDS degree in 1988, and an advanced degree in hospital dentistry in 1989. Subsequently, he was chosen to train with an exclusive maxillofacial prosthodontic dental team in Santa Monica. In 1990, he relocated to San Francisco and practiced dentistry for fourteen years with a high-end large dental group at the Embarcadero Center. In 2004, with the inspiration of his mission statement, ""Lead with excellence and serve with compassion"" , he created and opened an ambitious and visionary office, Advanced Dentistry infusing it with cutting edge equipment to provide the highest quality procedures, and a uniquely designed friendly office that delivers effortless care along with the highest dental standards. Outside the office, Dr. Woelfle is an avid outdoorsman and tournament tennis player, who spends as much time as possible with his two sons. In the office, his ongoing focus is a commitment to mentoring and assembling the best team of doctors and staff to implement his mission, which should be evident in every step of a patient's experience, from arriving at the office, to follow up phone calls and care.",,,"Duke University, UCLA",Practiced dentistry for fourteen years with a high-end large dental group at the Embarcadero Center.,
https://www.adsfcity.com/office-info/meet-the-doctors,"Helen Alderson, D.D.S.","As a native Las Vegan, I came to the San Francisco Bay Area to pursue my dream of becoming a dentist. In 1990, I graduated from The University of the Pacific School of Dentistry with High Honors. I continued in an Advanced Education in General Dentistry program for an additional two years. I have forever been an avid learner and continued to be so as I established my practice with the idea that people must be treated honestly and humanely. In addition to the traditional continuing education requirements needed to maintain my dental license, I also returned to school after a number of years in order to obtain my board certification in Naturopathic Medicine. I believe teeth are very important, but the old adage ""only floss the ones you want to keep"" falls way short of the mark. It's not just what the gums are doing in your mouth, but also what that bacteria is doing to the rest of your body. Whole body wellness is a big emphasis that I have and I work with other local practitioners to accomplish this approach. In addition to a busy practice, I juggle being a wife and mother of three and all around Type-A personality.",,Las Vegas,The University of the Pacific School of Dentistry,,
https://www.adsfcity.com/office-info/meet-the-doctors,"Michael Tiller, D.D.S.",We are currently gathering information for this biography. Please check back soon to read more about Dr. Tiller!,,,,,
https://www.adsfcity.com/office-info/meet-the-doctors,"Katherine Eslao, D.D.S.","Graduating from University of the Pacific in 1994, Dr. Eslao's first year was spent working in her parent's dental office in Southern California. She then moved to the Central Valley to become associated in a group practice, where she stayed until 2000. The new millennium marked a time of inspiration and progression for Dr. Eslao when she decided to establish her roots in San Francisco. Most importantly, Dr. Eslao is known for her positive and caring attitude, as well as her superior standard in dentistry. The heart and soul of Dr. Eslao's practice are her patients, and she demonstrates her respect and regard for them through continued support, education, and safeguarding of their health (by herself and her staff). Her main focus is to empower patients to live balanced, harmonious, and healthy lives. It is this attitude that develops her aptitude in forging and building life-long relationships with her patients. She pursues continuing education with vigor, as her passion for dentistry draws her to scale new heights in patient care, cosmetic dentistry, and reconstructive dentistry. In order to maintain and diversify her base of experience and knowledge, she selects dental continuing education courses that will enable her to cultivate and develop her understanding of Dentistry. Among Dr. Eslao's crowning achievements are: The Pankey Institute (she is at level 4 of 6): a prestigious school that emphasizes treating patients as a whole, as opposed to one-dimensional diagnosis. Seattle Institute for Advanced Dental Education: focuses on patient occlusion and aesthetic dentistry. Pac Live: state-of-the-art techniques in aesthetic and cosmetic dentistry. Dr. Eslao is an active member of the San Francisco Dental Society, the Pankey Alumni Association, the UOP Alumni Association, the California Dental Association, the American Dental Association, the Academy of General Dentistry and the National Filipino Dental Association. She is in the top 1% of dentists in the country.",,,University of the Pacific,,
https://www.adsfcity.com/office-info/meet-the-doctors,Allan Pineda,"Dr. Allan Pineda completed his dental degree at Centro Escolar University, College of Dentistry in Manila, Philippines in 1985. He then went to the United States to pursue further studies in dentistry. He was a Chicago-based dentist before moving in San Francisco, California to pursue International Dental Studies. He assumed a position as a dental teaching assistant in the Pediatric Department of the University of the Pacific in San Francisco, prior to completing his International Dental Studies at the same school, graduating in the top 10% of his International Dental Studies class in 2002. Before joining Advanced Dentistry, Dr. Pineda managed his own dental office in downtown San Francisco, Union Square for eight years. His practice provided pediatric, general family and cosmetic dentistry. He also finished a post-graduate course in cosmetic dentistry at the Northern California Institute of Cosmetic Dentistry in 2004. Currently, he holds a part-time faculty position at the University of the Pacific, School of Dentistry, in San Francisco. Teaching is also one of his passions in life; being with students and colleagues at the academy keeps him up-to-date on the current concept of dentistry. One of his principles in life is, ""You never stop learning!"" Outside the office, Dr. Pineda loves to sing show-tunes and Broadway musicals. He spend most of his time attending voice lessons, and he hopes to, maybe someday, perform on Broadway… a singing dentist!",,,"Centro Escolar University, College of Dentistry","Managed his own dental office in downtown San Francisco, Union Square for eight years.",
https://www.advanceddental.com/about/meet-the-doctors,"Dr. Mike Maroon, DMD, FACE, FAGD","With over 25 years of experience serving the Central Connecticut community, Dr. Mike Maroon is recognized as a leader in cosmetic and implant dentistry. Known for his artistic eye and attention to detail, Dr. Mike uses the latest dental technologies and materials to create beautiful, functional smiles. His passion for Functional Esthetic Dentistry has made him an authority in the field, with patients traveling from across the globe to achieve an original ""Maroon"" smile. Originally from Methuen, Massachusetts, Dr. Mike earned his Bachelor of Science from Marquette University and his Doctor of Dental Medicine from Tufts University. Throughout his career, Dr. Mike has remained at the forefront of dental advancements, earning Fellowships from the Academy of General Dentistry, the International Congress of Oral Implantologists, and more. His continuous pursuit of knowledge has included advanced training in Functional Orthodontics, Full-Mouth Restoration, and Implantology. Dr. Mike’s work extends beyond patient care—he has lectured internationally, published articles in major dental journals, and consulted with leading dental product manufacturers. Despite his many accolades, Dr. Mike is known for his warm and approachable demeanor. When not transforming smiles, he enjoys life in Central Connecticut with his wife and three daughters.",,"Methuen, Massachusetts",Bachelor of Science from Marquette University; Doctor of Dental Medicine from Tufts University,Over 25 years of experience serving the Central Connecticut community,
https://www.advanceddental.com/about/meet-the-doctors,"Dr. Jadee Abbott, DDS","Dr. Jadee Abbott brings a fresh and compassionate approach to cosmetic dentistry at Advanced Dental. Born and raised in Texas, Dr. Abbott graduated with a Bachelor of Science in Biology from Dallas Baptist University and earned her Doctorate of Dental Surgery from Texas A&M College of Dentistry. After practicing in both Alabama and California, she relocated to Connecticut, where she now serves patients with the same care and commitment that have defined her career. Dr. Abbott’s favorite part of her profession is building meaningful relationships with her patients. This connection allows her to provide truly personalized care, whether she’s performing routine procedures or designing life-changing clear aligner treatments. Her passion for continuing education ensures that she stays up to date with the latest technologies and techniques in modern dentistry. Outside the office, Dr. Abbott enjoys running, exploring Connecticut’s scenic hiking trails, and cheering on her beloved Auburn Tigers during college football season.",,Texas,Bachelor of Science in Biology from Dallas Baptist University; Doctorate of Dental Surgery from Texas A&M College of Dentistry,Practiced in Alabama and California before relocating to Connecticut,
http://advanceddentalcareofdothan.com/template.jsp?doc=drceliastump&c=Office+Staff&wiz=0&page=Office+Staff,,,,,,,
https://www.advanceddentistrymccall.com/meet-dr-brown,Dr. Koalby Brown,"Being a dentist is who I am and what I do. Each day I think of how I can improve the quality of my work, in order to provide patients with the advanced, quality dentistry they deserve. As a dentist, it is a pleasure to care for down-to-earth individuals and to share in their lives through the years. I appreciate that we can trade jokes, talk about mountain bike trails, or celebrate a new a member of their family, all while in a dental office. One of the most rewarding aspects of my career is having the ability to positively impact people’s lives. Whether relieving pain, offering practical education, addressing sleep disorders, or promoting overall health, with each interaction I can help people. I especially love restorative work and seeing people leave the office with new smiles, smiles they love and that will boost their confidence in life!",,"Ogden, Utah","Utah State University, Bachelor of Science; Midwestern University, Doctorate of Dental Medicine","Practiced in Phoenix until relocating to Grangeville, Idaho, in 2018. Dr. Brown has studied implant dentistry, as well as the use of dental lasers. Additionally, he has completed advanced training in sleep apnea.",
https://www.advanceddentistrymccall.com/meet-dr-brown,Dr. Shane,,,,,,
http://advanceddentistryofct.com/meet-our-doctor,Mohamed Elnazer DMD,"Mohamed Elnazer , DMD Dr. Mohamed Elnazer graduated in 2013 with high honors from Boston University-Henry M. Goldman School of Dental Medicine, where he was on the Dean's List. Eager to become the best dentist he could be, Dr. Elnazer immediately pursued his Advanced Education in General Dentistry (AEGD) Residency at the University of Texas Health Science Center San Antonio and successfully completed it as one of the most hard-working graduates of the program. After finishing his residency, he returned to Massachusetts where he worked in high-quality private practice settings until the summer of 2018. He then moved to Connecticut with his wife to enable her to pursue her residency at Yale Neurology. Dr. Elnazer started working at Advanced Dentistry of Connecticut in the summer of 2018 and purchased the practice in early 2021. Equipped with years of experience and mastery of dental skills, he provides his patients with high-quality, multidisciplinary, comprehensive dentistry in a family-oriented way. Patients and staff of Dr. Elnazer describe him as compassionate, knowledgeable, honest, and thorough. He works with an incredible staff who are sensitive to their patients' needs and have been serving their community for years with a smile and warm hearts. Dr. Elnazer believes that constantly evolving as a dentist through continuing education courses is essential to providing the best dental treatments available to his patients. He used to travel every week to attend aesthetics and full mouth rehabilitation courses at the prestigious Linhart Educational Center at NYU. He has also finished a residency in adult dental sleep medicine to treat patients with obstructive sleep apnea through oral appliances at Tufts Dental School and received Diplomate status from the American Board of Dental Sleep Medicine. The journey never stops. Outside of dentistry, Dr. Elnazer is an avid runner, completing the Baystate Marathon in Lowell, MA, and other Boston Area Half Marathons. He enjoys hiking, watching soccer, traveling, and spending time with his wife and kids.",,,"Boston University-Henry M. Goldman School of Dental Medicine, University of Texas Health Science Center San Antonio, Tufts Dental School","Worked in high-quality private practice settings until summer of 2018, started working at Advanced Dentistry of Connecticut in summer of 2018 and purchased practice in early 2021",
http://advancedendoventura.com/meet-us/,"Brian T. Barker, D.D.S., M.S.","Dr. Barker was born and raised in Southern California, and attended college at theÂ University of California San Diego, where he earned his Bachelor of Science in Animal Physiology and Neuroscience.Â Â HeÂ then received his dentalÂ trainingÂ at the University of the Pacific School of Dentistry in San FranciscoÂ where heÂ graduatedÂ with highest honors in 2005.Â He was inducted as a member of the national dental honor society Omicron Kappa Upsilon, andÂ was also awarded the Northern California Academy of Endodontics-Outstanding Capabilities in Endodontics Award. Following dental school, Dr.Â BarkerÂ completed a rigorousÂ three year residency at Temple University School of DentistryÂ in Philadelphia, PA,Â where he earnedÂ his Specialty Certificate in Endodontics and aÂ Master of Science Degree inÂ Oral Biology in 2008.Â His intensiveÂ training at Temple emphasized theÂ mostÂ advanced technologies and up-to-date micro-endodontic techniques in order toÂ provideÂ exceptional quality ofÂ careÂ and highly predictiveÂ long term endodontic results. Â Dr. BarkerÂ was involved in both the clinical and academic teaching of endodontics as an instructor and lecturer at Temple University. Dr. Barker is active in organized dentistry, and heÂ currently serves on the dentalÂ boards for bothÂ the Santa Barbara-Ventura County Dental SocietyÂ and the Conejo Valley Academy of Dentistry.Â He is also aÂ specialist member of the American Association of Endodontists, theÂ California Association of Endodontists, the AmericanÂ Dental Association, and theÂ California Dental Association. Dr. BarkerÂ andÂ his wife,Â Elisa,Â have threeÂ children and love living in Ventura County.Â When not at the office, he enjoys spending time with his family, helping with his boys’ sports teams,Â golfing,Â and traveling.",,Southern California,Bachelor of Science in Animal Physiology and Neuroscience from University of California San Diego; Dental training at the University of the Pacific School of Dentistry in San Francisco; Specialty Certificate in Endodontics and a Master of Science Degree in Oral Biology from Temple University School of Dentistry.,"Completed a rigorous three year residency at Temple University School of Dentistry in Philadelphia, involved in both the clinical and academic teaching of endodontics as an instructor and lecturer at Temple University, active in organized dentistry.",
http://advancedentalstudio.com/team,Dr. Gal,"Dr. Gal attended the University of Southern California where she graduated with honors from the dental hygiene program in 2003 and from the dental school in 2006. She was always a competitive student, excited about dentistry and has practiced in private practice since the day she graduated. Since then, she has focused on giving patients the most superb dental care, with experience and skill in all aspects of the dental field including implants, cosmetics, root canals and extractions. She continues to spend much time in sharpening her knowledge and giving the most advanced dental treatment that exists in todays’ market. She includes herself in many continuing education courses, and is a member of The American Dental Association (ADA), the California Dental Association (CDA), and the San Fernando Valley Association. She is kind, friendly, and is very gentle in her treatment of patients. She takes her time to explain procedures and makes her patients feel comfortable sitting in the dental chair.",,,"University of Southern California, graduated with honors from the dental hygiene program in 2003 and from the dental school in 2006.","Since graduation in 2006, focused on giving superb dental care, practiced in private practice, includes many continuing education courses.",
http://advancedentalstudio.com/team,Dr. Alfred Tamir,"Dr. Tamir graduated the New York University School of Dentistry at the top of his class. He is focused on implantology and dental surgery as well as cosmetic dentistry. He attends many continuing education courses to keep the most advanced knowledge in implantology. Being that most of today’s patients are anxious about receiving dental care, he specializes in conscious oral sedation where patients don’t feel the treatment being rendered at all. He has over 10 years experience and is an expert in the overall aspects of dentistry. He is a member of The American Dental Association (ADA), the California Dental Association (CDA), the San Fernando Valley Association, and implantology seminars. He continuously receives the “Best Dentist of the Year” awards.",,,"New York University School of Dentistry, graduated at the top of his class.","Over 10 years experience, focused on implantology and dental surgery, specializes in conscious oral sedation.",
http://advancedmansfielddental.com/about-us/team,,,,,,,
http://advancedoakdaledental.com/about-us/team,,,,,,,
https://www.advanidentalgroup.com/meet-dr-prakash-advani,Prakash Advani,"My name is Prakash Advani, and I have been a dentist for over 25 years. I have always had a passion for the field of dentistry and knew from a young age that I wanted to pursue a career in this field. I am excited to continue to grow and evolve as a dentist and I look forward to helping my patients achieve and maintain optimal oral health for many years to come. Education I completed my Bachelor of Dental Surgery (B.D.S.) at Nair Hospital Dental College. During my time in dental school, I gained a wealth of knowledge and experience through hands-on training and clinical rotations. I was particularly interested in aesthetic dentistry, and I took advantage of every opportunity to learn more about this field. Experience After graduating from dental school, I began my career as a dental associate at a busy health center in downtown San Jose, where I honed my skills and gained valuable experience treating patients of all ages. I am passionate about providing high-quality, personalized care to each of my patients and I always strive to stay up-to-date on the latest techniques and technologies in dentistry. I am now a proud owner of my own dental practice, Advani Dental Group, where I provide a wide range of dental services, from routine checkups and cleanings to more complex procedures such as root canal treatments, bone grafting, and sinus augmentations. Professional Associations I am committed to providing the highest standard of care to my patients and I am dedicated to building lasting relationships with them. In addition to my work as a dentist, I stay current on the latest developments in the field of dentistry and am actively involved in the community. I am involved in the following professional organizations: The American Dental Association The California Dental Association The Santa Clara County Dental Society",,,I completed my Bachelor of Dental Surgery (B.D.S.) at Nair Hospital Dental College.,"After graduating from dental school, I began my career as a dental associate at a busy health center in downtown San Jose, where I honed my skills and gained valuable experience treating patients of all ages. I am now a proud owner of my own dental practice, Advani Dental Group, where I provide a wide range of dental services, from routine checkups and cleanings to more complex procedures such as root canal treatments, bone grafting, and sinus augmentations.",
https://www.advanidentalgroup.com/meet-dr-prakash-advani,Rohit Advani,,,,,,
https://www.advantagelagunadentistry.com/meet-our-staff,"Susan Bravo-Manangan, DDS",,,,,,
http://afd-zionsville.com/meet-the-doctors,"Natalie Mercho, DDS","Natalie Mercho, DDS, obtained dual bachelor’s degrees in psychology and French from Indiana University in Bloomington and then traveled to the east coast to attend the University of Maryland School of Dentistry in Baltimore. She continued her studies after dental school in an effort to expand her skills and allow her to provide a broader range of care to her patients, completing two general practice residencies. At the Brooklyn Hospital Center in Brooklyn, NY, she became proficient in general dentistry skills such as periodontal (gum) treatment, pediatric care, and oral surgery. Later, at the Veterans Affairs Hospital in Baltimore, Maryland, she expanded her knowledge and skills with a greater concentration in cosmetic dentistry, endodontic (root canal) therapy, and implantology. Dr. Mercho is able to provide her patients with the healthy, beautiful smiles they deserve, and her dedication to patient satisfaction is second to none. Her patients can always be confident they are receiving the utmost dental care.",,,,,
http://afd-zionsville.com/meet-the-doctors,"David Taler, DDS, FAGD, DABOI/ID","David Taler , DDS, FAGD, DABOI/ID, attended Franklin and Marshall College in Pennsylvania before receiving his dental degree from the University of Maryland School of Dentistry. He participated in the Advanced Education in General Dentistry Clerkship, where he developed advanced knowledge and expertise in implantology , oral surgery, endodontics, and cosmetic dentistry . He also joined the Baltimore Veterans Affairs residency program, where his leadership and dentistry skills earned him the Chief Resident position. Dedicated to lifelong education, he has achieved Fellowship in the American Academy of Implant Dentistry and the Academy of General Dentistry, Mastership in the International Congress of Oral Implantologists, and board-certified diplomate status with the American Board of Oral Implantology, the highest level of achievement in implant dentistry. As a decorated lacrosse player, he became a member of the Delphic Society, an organization recognizing individuals who achieve the highest levels of performance in academia, athletics, and community service.",,,,,
http://afd-zionsville.com/meet-the-doctors,"Rachana Waghela, DDS","Rachana Waghela, DDS, obtained her bachelor’s and dental degrees at the University of Missouri Kansas City, where she also completed her General Practice Residency. Her goal is to provide fearless and quality dentistry to her patients. She is passionate about helping her patients improve and maintain their oral health to lead a more confident life. She is also an artist by nature and by skill, and practicing dentistry helps her create beautiful smiles. Dr. Waghela is a member of the American Dental Association, Indiana Dental Association, Indianapolis District Dental Society, and Spear Study Club. She has a significant investment in continuing education with an emphasis on dental implant surgery. Away from the office, she is happily married and enjoys cooking, trying new restaurants, traveling and learning about different cultures, personal fitness, and painting. We thank you for your trust with all of your dental needs and look forward to providing you with excellent service and care!",,,,,
https://www.agatakonopkadds.com/staff/slug,,,,,,,
https://agavedentistry.com/meet-the-team/,Dr. Tyson A. Davis,"Dr. Tyson A. Davis grew up in Mesa, Arizona and attended Mesa High School. He then attended Arizona State University and after one semester at ASU, he spent two years on a church mission in Valencia, Venezuela; where he learned to speak fluent Spanish. Upon returning from Venezuela, he continued his education at Brigham Young University where he studied Physiology and Developmental Biology. Dr Tyson Davis studied dentistry at the University of Pacific School Arthur A. Dugoni of Dentistry in beautiful San Francisco and graduated with his Doctor of Dental Surgery. He also received the TKO Honor Society Award for academic excellence. During his studies, Dr Tyson Davis learned all the new technologies and has implemented them into his practice. Dr. Davis has found dentistry to be very rewarding and is excited to grow his practice and have many new extended family members. While attending BYU, he met is wife Courtney and married before the start of dental school. During their time in dental school, they had their first son, Colter, and he is an absolute joy. They have since been blessed with tho beautiful daughters, Adalyn and Maya. Dr. Davis enjoys spending time with his family, playing all sports, especially golf, wake-boarding, riding quads and motorcycles, and simply being outdoors.",,"Mesa, Arizona",Arizona State University; Brigham Young University; University of Pacific School Arthur A. Dugoni of Dentistry,Learned new technologies and implemented them into his practice. Found dentistry to be rewarding.,
